S No.,Title,Decisions,Words
313,Jindal SAW appoints Neeraj Kumar as group CEO,"{""Jindal SAW"": ""neutral""}",8
314,"JGBs mixed, underpinned by solid 5-year auction results","{""JGBs"": ""neutral""}",8
315,JGBs steady at lofty levels as stocks slump,"{""JGBs"": ""neutral""}",8
316,Q1 earnings analysis: Jammu and Kashmir Bank,"{""Jammu and Kashmir Bank"": ""neutral""}",7
317,Jaggery prices steady in thin trade,"{""Jaggery"": ""neutral""}",6
318,"ITC Q2 profit at Rs 2,425.16 crore","{""ITC"": ""neutral""}",7
319,What can be expected from ITC Q3 results?,"{""ITC"": ""neutral""}",8
320,Be tactful on IT stocks: Deven Choksey,"{""IT stocks"": ""neutral""}",7
321,Stock-specific action likely on IT counters: Nitin Raheja,"{""IT"": ""neutral""}",8
322,Stock-specific action likely on IT counters: Nitin Raheja,"{""IT"": ""neutral""}",8
323,Decoding the cryogenic engine used in ISRO launch,"{""ISRO"": ""neutral""}",8
324,Ircon declares Rs 64 crore dividend for 2011-12,"{""Ircon"": ""neutral""}",8
325,Ingersoll Rand appoints Madhusudan Rao as CFO,"{""Ingersoll Rand"": ""neutral""}",7
326,Check out experts' recommendations on infra stocks,"{""infra stocks"": ""neutral""}",7
327,Infosys' S Gopalakrishnan is the new CII President,"{""Infosys"": ""neutral"", ""CII"": ""neutral""}",8
328,Infosys appoints Kanchinadam as Chief Compliance Officer,"{""Infosys"": ""neutral""}",7
329,Infosys elevates Pravin Rao as whole-time director,"{""Infosys"": ""neutral""}",7
330,What brokerages are expecting from Infosys Q4 results,"{""Infosys"": ""neutral""}",8
331,Why long-term investors should stay invested in Infosys,"{""Infosys"": ""neutral""}",8
332,Smart things to know about inflation-indexed bonds,"{""inflation-indexed bonds"": ""neutral""}",7
333,Inflation indexed bonds to be modified: RBI DG,"{""Inflation indexed bonds"": ""neutral"", ""RBI"": ""neutral""}",8
334,Infinite Computer to enter market,"{""Infinite Computer"": ""neutral""}",5
335,IndiGo staff keep off airline's IPO,"{""IndiGo"": ""neutral""}",6
336,Calculus that drives Indian Railways,"{""Indian Railways"": ""neutral""}",5
337,Mark Mobius expects 15-20% returns from Indian markets,"{""Indian markets"": ""neutral""}",8
338,Mark Mobius expects 15-20% returns from Indian markets,"{""Indian markets"": ""neutral""}",8
339,"Indian market retains trillion-dollar tag, for now","{""Indian market"": ""neutral""}",7
340,Jignesh Shah quits Indian Energy Exchange board,"{""Indian Energy Exchange"": ""neutral""}",7
341,How India Inc can woo more international investors,"{""India Inc"": ""neutral""}",8
342,IIFL Commodities behind NSEL defamation notice?,"{""IIFL Commodities"": ""neutral"", ""NSEL"": ""neutral""}",6
343,Two IIFL subsidiaries get investment adviser licence,"{""IIFL"": ""neutral""}",7
344,IIFCL launches infrastructure bonds,"{""IIFCL"": ""neutral""}",4
345,Anshu Jain joins IIF board,"{""IIF"": ""neutral""}",5
346,IiAS names Hetal Dalal as COO,"{""IiAS"": ""neutral""}",6
347,Chandrakala Padia to be IIAS first woman chairperson,"{""IIAS"": ""neutral""}",8
348,Narendra Kumar takes over as IGL Managing Director,"{""IGL"": ""neutral""}",8
349,2G auction will not impact Idea Cellular,"{""Idea Cellular"": ""neutral""}",7
350,IDBI Federal Life elevates Vighnesh Shahane as CEO,"{""IDBI Federal Life"": ""neutral""}",8
351,BoR awaits legal view for ICICI-BoR merger,"{""ICICI"": ""neutral"", ""BoR"": ""neutral""}",7
352,What to expect from ICICI Bank Q3 results?,"{""ICICI Bank"": ""neutral""}",8
353,Rajnikant Patel tipped to become ICEX CEO,"{""ICEX"": ""neutral""}",7
354,IBMA reconstitutes board; appoints four new directors,"{""IBMA"": ""neutral""}",7
355,"Hyundai Motor India promotes R Sethuraman, Rakesh Srivastava","{""Hyundai Motor India"": ""neutral""}",8
356,Hyundai elevates R Sethuraman to board of directors,"{""Hyundai"": ""neutral""}",8
357,Two senior executives quit HULs modern trade division,"{""HUL"": ""neutral""}",8
358,Hong Kong shares end mixed as insurers weigh,"{""Hong Kong shares"": ""neutral""}",8
359,Hindujas to raise $1 bn through Petromin IPO,"{""Hindujas"": ""neutral"", ""Petromin"": ""neutral""}",8
360,Hinduja Ventures Q3 profit at Rs 23.53 crore,"{""Hinduja Ventures"": ""neutral""}",8
361,Range-bound markets help consolidate: HDFC Standard Life,"{""HDFC Standard Life"": ""neutral""}",7
362,HCL ropes in Chandrasekaran as No. 2,"{""HCL"": ""neutral""}",7
363,Sant Singh Chatwal-led Hampshire Hotels appoints new CEO,"{""Hampshire Hotels"": ""neutral""}",8
364,Gur prices ends quiet on scattered buying,"{""Gur"": ""neutral""}",7
365,KK Maheshwari appointed as Grasim MD,"{""Grasim"": ""neutral""}",6
366,"India valuations are less compelling, says Goldman Sachs","{""Goldman Sachs"": ""neutral""}",8
367,China eyes gold market clout with new exchange,"{""gold market"": ""neutral""}",8
368,Should you bet on gold loan companies?,"{""gold loan companies"": ""neutral""}",7
369,Catch the glow of gold,"{""gold"": ""neutral""}",5
370,"Gold trading flat, reflecting overseas trend","{""Gold"": ""neutral""}",6
371,Elections results to influence gold prices: Study,"{""gold"": ""neutral""}",7
372,"Gold steadies above $1,250/oz before US jobs report","{""Gold"": ""neutral""}",8
373,Gold steadies ahead of expected hawkish Fed moves,"{""Gold"": ""neutral""}",8
374,Gold steadies as buoyant equities balance Ukraine tensions,"{""Gold"": ""neutral""}",8
375,"GMR, investors rework their investment in GEL","{""GMR"": ""neutral"", ""GEL"": ""neutral""}",7
376,Sridhar Krishnamoorthy to head Gerdau Steel India,"{""Gerdau Steel India"": ""neutral""}",7
377,Geojit posts Rs 20 crore profit in Q2,"{""Geojit"": ""neutral""}",8
378,General Insurance Corporation to offer catastrophe bonds,"{""General Insurance Corporation"": ""neutral""}",7
379,"MCX-SX distances itself from FTIL, plans makeover","{""FTIL"": ""neutral"", ""MCX-SX"": ""neutral""}",7
380,FTILs warrants sale hangs in balance,"{""FTIL"": ""neutral""}",6
381,Foodgrain prices rule steady in wholesale market,"{""Foodgrain"": ""neutral""}",7
382,What lies ahead for FMCG stocks,"{""FMCG stocks"": ""neutral""}",6
383,Weak monsoon could halt rally in FMCG stocks,"{""FMCG stocks"": ""neutral""}",8
384,FMC revises norms for surrendering membership of commexes,"{""FMC"": ""neutral"", ""commexes"": ""neutral""}",8
385,FMC unveils uniform warehouse accreditation norms for bourses,"{""FMC"": ""neutral"", ""bourses"": ""neutral""}",8
386,FMC mulls centre-specific commodity forward trades,"{""FMC"": ""neutral""}",6
387,We are reviewing shareholding guidelines: FMC chairman,"{""FMC"": ""neutral""}",7
388,Flipkart names Rajnish Baweja as its finance controller,"{""Flipkart"": ""neutral""}",8
389,Firstsource: Should you invest at the current levels?,"{""Firstsource"": ""neutral""}",8
390,Finolex Cables Q4 PAT at Rs 18.68 cr,"{""Finolex Cables"": ""neutral""}",8
391,Financial Technologies appears befor Sebi in MCX-SX case,"{""Financial Technologies"": ""neutral"", ""Sebi"": ""neutral""}",8
392,Financial Technologies receives non-binding bids for its stake,"{""Financial Technologies"": ""neutral""}",8
393,Ficci establishes centre for corporate governance,"{""Ficci"": ""neutral""}",6
394,Fiat Chrysler launches Ferrari IPO,"{""Fiat Chrysler"": ""neutral"", ""Ferrari"": ""neutral""}",5
395,Fed decision unlikely to calm markets: Fund managers,"{""Fed"": ""neutral""}",8
396,Fatpipe to raise Rs 49 cr through IPO,"{""Fatpipe"": ""neutral""}",8
397,Brokerspicks: Morgan Stanley has equal-weight on Exide Industries,"{""Exide Industries"": ""neutral"", ""Morgan Stanley"": ""neutral""}",8
398,Everstone names L. Brooks Entwistle as group CEO,"{""Everstone"": ""neutral""}",8
399,Are Europe-focused funds a good bet?,"{""Europe-focused funds"": ""neutral""}",6
400,Staying active in flat European stock markets,"{""European stock markets"": ""neutral""}",7
401,European stock markets flat as glum outlook weighs,"{""European stock markets"": ""neutral""}",8
402,European shares steady ahead of ECB decision,"{""European shares"": ""neutral"", ""ECB"": ""neutral""}",7
403,European shares steady; all eyes on ECB,"{""European shares"": ""neutral"", ""ECB"": ""neutral""}",7
404,Euronext names new head of post-trade business,"{""Euronext"": ""neutral""}",7
405,Euro back around $1.37 as ECB meets again,"{""Euro"": ""neutral"", ""ECB"": ""neutral""}",8
406,Euro is not too strong: Luc Coene,"{""Euro"": ""neutral""}",7
407,Euro remains steady ahead of ECB policy meeting,"{""Euro"": ""neutral""}",8
408,Eurex exchange says currently experiencing technical issues,"{""Eurex exchange"": ""neutral""}",7
409,Important support for EUR/USD lies at $1.3588/86,"{""EUR/USD"": ""neutral""}",7
410,Ravi Ruia quits as Essar Energy chief,"{""Essar Energy"": ""neutral""}",7
411,Rajeev Vasudeva appointed CEO of Egon Zehnder,"{""Egon Zehnder"": ""neutral""}",7
412,Day Trading Guide by Edelweiss Securities,"{""Edelweiss Securities"": ""neutral""}",6
413,Day Trading Guide from Edelweiss Securities,"{""Edelweiss Securities"": ""neutral""}",6
414,DTC will not impact foreign investor fund inflows,"{""DTC"": ""neutral""}",8
415,DSP Blackrock moves Sebi for retirement fund,"{""DSP Blackrock"": ""neutral"", ""Sebi"": ""neutral""}",7
416,Dry fruit prices rule steady in tight movements,"{""Dry fruit"": ""neutral""}",8
417,"A look at the Dow 1,000-point milestones","{""Dow"": ""neutral""}",7
418,How the dollar impacts you,"{""dollar"": ""neutral""}",5
419,Dollar moves narrowly in Asia trade,"{""Dollar"": ""neutral""}",6
420,Dollar steady in Asia ahead of Fed minutes,"{""Dollar"": ""neutral""}",8
421,"Dollar supported by ECB talk, Japan election speculation","{""Dollar"": ""neutral""}",8
422,Pramod Bhasin to head DLF's rental business,"{""DLF"": ""neutral""}",7
423,Dhanlaxmi Bank board orders 3-year expenditure audit,"{""Dhanlaxmi Bank"": ""neutral""}",7
424,Dhabriya Polywood lists on SME platform of BSE,"{""Dhabriya Polywood"": ""neutral"", ""BSE"": ""neutral""}",8
425,"Deutsche sets Sensex target at 24,000 by December","{""Deutsche"": ""neutral"", ""Sensex"": ""neutral""}",8
426,Cyclicals to wait for concrete fundamentals: Nitin Raheja,"{""Cyclicals"": ""neutral""}",8
427,Crude reserves filling to begin after March 2016,"{""Crude"": ""neutral""}",8
428,Crisil launches first inflation-linked government securities index,"{""Crisil"": ""neutral""}",7
429,Commonfloor.com plans to launch IPO in 3-5 years,"{""Commonfloor.com"": ""neutral""}",8
430,Commodities futures now part of supply chain,"{""Commodities futures"": ""neutral""}",7
431,Look beyond annual contracts in commodity buying',"{""commodity"": ""neutral""}",7
432,Mixed trend prevailed in commodities market this week,"{""commodities"": ""neutral""}",8
433,Commexes extended trade hours hit a roadblock,"{""Commexes"": ""neutral""}",7
434,Comfort Comtrade lists on BSE's SME platform,"{""Comfort Comtrade"": ""neutral""}",7
435,Colgate-Palmolive India appoints Prabha Parameswaran as MD,"{""Colgate-Palmolive India"": ""neutral""}",7
436,Coffee Day to list shares on Monday,"{""Coffee Day"": ""neutral""}",7
437,Coffee Day IPO: Should you subscribe or avoid?,"{""Coffee Day"": ""neutral""}",8
438,CNX IT holding the market: Ashwani Gujral,"{""CNX IT"": ""neutral""}",7
439,CLSA picks top 12 investment themes for 2014,"{""CLSA"": ""neutral""}",8
440,Sameer Goel takes over as Cipla India head,"{""Cipla India"": ""neutral""}",8
441,Cipla to meet revised targets,"{""Cipla"": ""neutral""}",5
442,Cipla appoints Adil Zainulbhai as an independent director,"{""Cipla"": ""neutral""}",8
443,Sameer Goel takes over as Cipla's India head,"{""Cipla"": ""neutral""}",8
444,"Despite discount, CIL staff cool to IPO","{""CIL"": ""neutral""}",7
445,Ajay Shriram takes over as new CII President,"{""CII"": ""neutral""}",8
446,China yuan sees respite from recent bruising,"{""China yuan"": ""neutral""}",7
447,China yuan flat despite a two-month low midpoint,"{""China yuan"": ""neutral""}",8
448,China yuan pinned steady by central bank guidance,"{""China yuan"": ""neutral""}",8
449,China stocks close mixed ahead of 'connector' launch,"{""China stocks"": ""neutral""}",8
450,China stock offers to resume next week: Companies,"{""China stock"": ""neutral""}",8
451,China Overseas Land braves market with euro bonds,"{""China Overseas Land"": ""neutral""}",8
452,China markets calm in thin trade,"{""China markets"": ""neutral""}",6
453,Cerebra snaps winning streak as traders corner co,"{""Cerebra"": ""neutral""}",8
454,Central Depository Services plans Rs 400 crore IPO,"{""Central Depository Services"": ""neutral""}",8
455,Care reports flat net in Q3,"{""Care"": ""neutral""}",6
456,Carborundum Universal posts Rs 49 cr Q4 profit,"{""Carborundum Universal"": ""neutral""}",8
457,Caldwell looks to raise stake in BSE,"{""Caldwell"": ""neutral"", ""BSE"": ""neutral""}",7
458,BSNL IPO may happen next fiscal: Disinvestment Secretary,"{""BSNL"": ""neutral""}",8
459,Muhurat trading at BSE and NSE on Diwali,"{""BSE"": ""neutral"", ""NSE"": ""neutral""}",8
460,BSE Sensex rangebound; Nifty holds 7600 levels,"{""BSE Sensex"": ""neutral"", ""Nifty"": ""neutral""}",7
461,BSE revises circuit limit for 405 stocks,"{""BSE"": ""neutral""}",7
462,BSE increases lot-size of foreign index derivatives contracts,"{""BSE"": ""neutral""}",8
463,"BSE plans international exchange in Gujarat, commodity bourse","{""BSE"": ""neutral""}",8
464,BSE to begin charging for currency derivatives trade,"{""BSE"": ""neutral""}",8
465,BSE to introduce new group 'W' from Friday,"{""BSE"": ""neutral""}",8
466,BSE tweaks minimum base capital rules for brokers,"{""BSE"": ""neutral""}",8
467,BS Transcomm debuts at Rs 257/share on NSE,"{""BS Transcomm"": ""neutral""}",8
468,BS Transcomm IPO looks costlier than peers:Nirmal Bang,"{""BS Transcomm"": ""neutral""}",8
469,Vinita Bali steps down as Britannia Managing Director,"{""Britannia"": ""neutral""}",8
470,Record open interest points to Brent price support,"{""Brent"": ""neutral""}",8
471,Bonds now move in tandem with stocks,"{""Bonds"": ""neutral""}",7
472,Bonds little changed; treasury bills auction in focus,"{""Bonds"": ""neutral""}",8
473,Bond yields steady ahead of buyback results,"{""Bond"": ""neutral""}",7
474,Bond yields steady; treasury bill outcome watched,"{""Bond"": ""neutral""}",7
475,Bond yields little changed; buyback news to support,"{""Bond"": ""neutral""}",8
476,Fruitful talks held with Bharti on mobile industry,"{""Bharti"": ""neutral""}",8
477,BGR Energy can test 370 levels: Mitesh Thacker,"{""BGR Energy"": ""neutral""}",8
478,Several Belgian companies tie up with domestic companies,"{""Belgian companies"": ""neutral"", ""domestic companies"": ""neutral""}",8
479,"Barclays appoints heads of equities for India, Korea","{""Barclays"": ""neutral""}",8
480,Analysts' recommendations on banking stocks,"{""banking stocks"": ""neutral""}",5
481,Too early to buy banking stocks: Deepak Mohoni,"{""banking stocks"": ""neutral""}",8
482,Bank Nifty may consolidate: Mitesh Thacker,"{""Bank Nifty"": ""neutral""}",6
483,Stock-specific action likely; all eyes on Bank Nifty,"{""Bank Nifty"": ""neutral""}",8
484,Bajaj Auto Q2 net at Rs 591 crore,"{""Bajaj Auto"": ""neutral""}",8
485,Bafna Pharmaceuticals proposes to raise funds,"{""Bafna Pharmaceuticals"": ""neutral""}",6
486,Australia shares end flat ahead of bank results,"{""Australia shares"": ""neutral""}",8
487,Australia shares seen steady ahead of emergency summit,"{""Australia shares"": ""neutral""}",8
488,Aster Silicates IPO opens on Thursday,"{""Aster Silicates"": ""neutral""}",6
489,GST is a brahmastra to kick-start GDP: Assocham,"{""Assocham"": ""neutral""}",8
490,Asian stocks mixed after Wall Street records,"{""Asian stocks"": ""neutral""}",7
491,Hold on to Asian Paints: Deven Choksey,"{""Asian Paints"": ""neutral""}",7
492,Asian Paints Q3 net at Rs 329.35 cr,"{""Asian Paints"": ""neutral""}",8
493,"Asian currencies mixed, await US jobs data","{""Asian currencies"": ""neutral""}",7
494,Asia shares mixed after new Wall Street record,"{""Asia shares"": ""neutral""}",8
495,Asia Index launches S&P BSE dividend stability index,"{""Asia Index"": ""neutral"", ""S&P BSE"": ""neutral""}",8
496,Asia to test bond record again in 2015,"{""Asia"": ""neutral""}",8
497,Ashoka Buildcon to issue shares to institutional investors,"{""Ashoka Buildcon"": ""neutral""}",8
498,Ashok Leyland vice chairman V Sumantran resigns,"{""Ashok Leyland"": ""neutral""}",7
499,Dheeraj Hinduja appointed Chairman of Ashok Leyland,"{""Ashok Leyland"": ""neutral""}",7
500,ArthVeda Capital to launch Smart Alpha indices,"{""ArthVeda Capital"": ""neutral""}",7
501,"Apple Inc announces seven-part bond for buybacks, dividends","{""Apple Inc"": ""neutral""}",8
502,Fundamentally markets are fairly priced: Angel Broking,"{""Angel Broking"": ""neutral""}",7
503,Ameriprise Financial closes financial planning division in India,"{""Ameriprise Financial"": ""neutral""}",8
504,Amar Ujala files IPO papers with Sebi,"{""Amar Ujala"": ""neutral"", ""Sebi"": ""neutral""}",7
